id,title,description,icf,gender,planstart,actualstart,planend,actualend,sectors,sector_pct,parent,budget_sum
GB-GOV-1-300787, Ghana Revenue Programme,"To support reform of Ghana’s domestic revenue collection, including  strengthening  accountability mechanisms and providing the foundation for long term sustainable revenue generation.",0,1,01/07/2020,01/07/2020,01/07/2020,NA,11430;22010;15114;15110;11110;15170,39.00;29.00;18.00;7.00;4.00;3.00,GB-GOV-1-300787,6941543
GB-GOV-1-300788,"Resource and Support Hub for safeguarding against sexual exploitation, abuse and harassment","The Resource and Support Hub (RSH) is an FCDO funded programme  to support organisations who deliver international aid to strengthen their safeguarding policy and practice against sexual exploitation and abuse, and sexual harassment (SEAH). The RSH is primarily intended to support smaller, local non-governmental organisations (NGOs) in developing countries and those operating in high risk environments who are least able to pay for this support themselves.",0,1,01/10/2019,01/10/2019,01/10/2019,NA,15180,100,GB-GOV-1-300788,10498627
GB-GOV-1-300789,Tackling Illicit Finance Globally TIFiG,"Illicit financial flows IFFs cross multiple borders and are inherently secret. There is therefore currently limited understanding of illicit flows globally or how to tackle them. Yet illicit finance is an issue of rapidly increasing interest and concern to the UK. This two year programme of up to £4.5 million initiates delivery of DFID’s new ambition on illicit finance by building the understanding of the harm IFFs cause to poor people in developing countries, the nature, drivers and interconnectedness of these flows; and our ability to tackle them effectively. It includes delivery of the National Security Adviser’s commitment for DFID to provide £2m in FY 2019 2020 to the National Economic Crime Centre NECC.",0,0,01/04/2019,01/04/2019,01/04/2019,01/04/2019,15113,100,GB-GOV-1-300789,5620363
GB-GOV-1-300791,International Finance Facility for Education (IFFEd),International Financing Facility to raise additional concessional multilateral development bank (MDB) lending for education in lower-middle income countries (LMICs). ,0,NA,01/05/2019,NA,01/05/2019,01/05/2019,11110,100,GB-GOV-1-300791,81494
GB-GOV-1-300792,Design funding for development of future Health programme in DRC,To provide design funds for the development of the new long term health programme in the DRC. The funds will be used to procure for expert advisory services that are required to facilitate a robust business case,0,NA,01/01/2019,NA,01/01/2019,01/01/2019,12220,100,GB-GOV-1-300792,100000
GB-GOV-1-300794,Agriculture Transformation in Ghana,"To accelerate economic transformation in Ghana through developing markets for agriculture and trade, improving resilience to climate change, and creating additional jobs and increased incomes by focusing on the development of high potential value chains in pro-poor sectors, supporting them to become productive, competitive and attractive for investment.",1,1,01/11/2019,01/11/2019,01/11/2019,NA,31120;15180;11330;31110;31220;31130,38.00;16.00;15.00;15.00;11.00;5.00,GB-GOV-1-300794,921134
GB-GOV-1-300795,Supporting Ethiopia's Transition ,The programme will provide high quality technical advice to support Ethiopias rapid and transformational governance reform. It will offer support to three areas 1 more credible national elections 2 more capable and credible democratic institutions and 3 more capable and accountable delivery by the state.  The programme will make use of the window of opportunity prior to Ethiopian national elections planned for May 2020 to provide flexible and opportunistic technical advice. This will allow the UK to support the Government of Ethiopia in priority reform areas while testing out commitment to reform and appetite for donor engagement.,0,1,31/01/2019,31/01/2019,31/01/2019,31/01/2019,15110;15111;15170;15220;43082;72050;16010,57.00;16.00;7.00;7.00;7.00;4.00;2.00,GB-GOV-1-300795,1753369
GB-GOV-1-300796,Technical Assistance to Improve Health Service Delivery in Pakistan (300796),"The Technical Assistance to Improve Health Service Delivery in Pakistan (Health Technical Assistance) Programme will provide technical assistance to the Federal Ministry of Health Services Regulation and Co-ordination and to key Provincial Departments of Health in Punjab and Khyber Pakhtunkhwa, to support the development of new policies, strategies and governance mechanisms to improve health outcomes.  ",0,1,01/02/2019,01/02/2019,01/02/2019,01/02/2019,12220;12110;13020;13030;12182,42.00;29.00;19.00;9.00;1.00,GB-GOV-1-300796,4869851
GB-GOV-1-300797,Green Urban Growth in Somalia ,"To support prosperity and reduce risks to stability across East Africa by pursuing, with our partners, a Somalia (including Somaliland) that is increasingly free, secure, resilient and stable. This cross-cutting programme supports Country Plan delivery and achievement against two campaign goals, to promote resilient and productive economies through green growth and adaptation to climate change (Goal 4) and to build resilience of communities most vulnerable to conflict, climatic and environmental risks (Goal 6).",0,0,01/09/2022,01/09/2022,01/09/2022,NA,43030,100,GB-GOV-1-300797,402292
GB-GOV-1-300798,Building Resilience and Addressing Vulnerability to Emergencies (BRAVE),"BRAVE aims to improve community resilience to climate change and the capacity of key government institutions responsible for delivering climate resilience, including systems for adaptive and shock responsive social protection.",1,0,01/09/2020,01/09/2020,01/09/2020,NA,74010;41010,55.00;45.00,GB-GOV-1-300798,96999977
GB-GOV-1-300801,Evidence for Health - E4H,"This programme builds on earlier UK investments in Pakistan.  It will strengthen the ability of Pakistan’s health system to recover from COVID-19 pandemic as well as building resilience for future pandemics.  It will strengthen evidence-based decision making in the health sector and support the implementation of Universal Health Coverage (UHC) and build climate resilient health systems including for vulnerable communities.  It will focus technical assistance on the provincial governments of Punjab and Khyber Pakhtunkhwa (KP), with support for the Federal government as well support flood recovery.",0,1,10/01/2022,10/01/2022,10/01/2022,NA,12110;13020;12250;41010,42.00;30.00;19.00;9.00,GB-GOV-1-300801,34987383
GB-GOV-1-300805,Business Partnerships for the Global Goals,To provide match funding support to enable Multinational Companies to develop inclusive business models which will deliver benefits to poor people through their core business activities.,0,0,01/12/2019,01/12/2019,01/12/2019,01/12/2019,25010,100,GB-GOV-1-300805,4549927
GB-GOV-1-300806,St Helena Financial Aid 2019/20 to 2021/22,The UK Government has international commitments to meet the reasonable assistance needs of the citizens of St Helena. This bridges the gap between the domestic revenues collected and the costs of delivering public services on the island. This includes bringing in necessary international expertise to provide skills and experience not available on island and maintaining access to the island,0,1,01/04/2019,01/04/2019,01/04/2019,01/04/2019,15110;12110;11110;21010;15210;16010;31110;41010;21050,28.00;17.00;13.00;10.00;8.00;8.00;8.00;8.00;0.00,GB-GOV-1-300806,96111773
GB-GOV-1-300807,Pitcairn Financial Aid  2020 21,"To support the provision of public services to meet the reasonable assistance needs of the people of Pitcairn, including health, education and securing sea access, given self-sufficiency is currently not a viable option for this UK Overseas Territory. This is in line with the 2012 Overseas Territories White Paper and consistent with relevant elements of UK’s Aid Strategy and DFID’s Single Departmental Plan.",0,0,01/04/2020,01/04/2020,01/04/2020,01/04/2020,15112;16010;15110;33210,83.00;7.00;5.00;5.00,GB-GOV-1-300807,4520000
